loss,values
6.549643,-0.3094375
5.4257383,0.21739525
5.4789033,0.4811711
6.3695374,0.66002965
5.2636056,1.1279832
5.972583,1.2084181
6.625383,0.87380815
7.70351,0.9948589
6.627593,1.0818412
5.222518,0.9522846
5.0277686,0.7576748
5.2424345,1.1424036
4.505151,1.3423448
4.151067,0.8355745
5.5935597,0.83031666
5.740757,1.107663
3.7539845,1.4584007
4.242539,1.7036586
5.230818,1.3319755
5.355915,0.55030876
5.1088457,0.9322666
5.2591457,0.51404536
5.711718,1.1358712
5.150785,0.9851667
5.7341704,1.1968114
4.610015,0.92515546
4.9344707,0.52397716
6.584288,2.0576339
6.2593,-0.33095682
5.242278,1.2814809
5.2430825,0.65947235
4.3384514,0.8115457
5.3518906,1.9013375
5.292403,0.57959557
4.6797047,0.4360507
3.6877031,1.3209786
4.7616663,0.6401617
5.1381187,1.117326
5.327123,0.29565573
5.7837973,1.1683027
4.1751957,1.1167245
2.7195415,1.7949264
5.5769362,1.8241348
6.4312587,-0.6908314
5.5389853,1.5616415
6.6114926,0.16473915
5.0707536,2.1620243
5.3135343,0.85731256
5.1174326,2.4353385
4.3841543,0.23649557
6.09503,1.0576124
4.123229,2.1241062
5.0766373,1.4714174
5.9822636,-0.09162677
3.6760786,1.5055933
6.159705,2.5913079
7.8557215,-0.35189074
4.376154,2.7136722
4.908818,1.0040641
7.015631,2.5901618
11.420164,-0.68958735
5.426616,1.0969763
6.3875923,2.1928747
8.734325,-0.67153305
6.062735,2.0249317
6.3300667,0.23792726
5.7743797,2.3059125
8.20274,-0.093939774
5.0851946,1.4176672
6.859423,2.2527864
7.0355115,-0.6464726
5.8529787,1.2434522
5.896684,0.23628792
6.259519,4.0779257
7.141164,-0.88913697
5.570308,1.3162668
3.8748713,1.715289
3.487412,2.2172036
4.845427,0.50803983
10.421936,4.196184
9.856396,-0.69614697
4.6410713,0.8930906
7.950793,-1.0413201
5.6945276,1.6490011
4.887354,-0.34346938
4.210603,1.9660604
11.507872,2.554
8.791855,0.16363332
10.8357935,2.3401217
8.477212,-0.19198127
3.7981007,1.3351731
4.5864115,0.846873
3.3943477,1.628608
4.467219,0.39424777
3.8896062,1.2085547
11.210186,4.199389
6.5609827,0.32863948
6.8367314,1.9991765
6.053032,-0.35087627
2.684097,0.9956176
4.181663,1.8138062
8.362991,0.17084816
4.923392,2.3836486
11.142176,-0.2815953
3.1209266,2.8364537
4.61532,1.9389513
8.821598,1.8187773
15.715006,-2.0236816
7.179305,1.0968051
27.11932,-2.7123082
10.422218,-0.15034224
35.376762,6.0639267
12.072046,-0.13116972
7.9260354,1.4726236
9.149239,3.012528
6.019339,-0.30605423
7.0019636,0.3999211
5.3335457,1.9493531
4.6027536,1.6866715
16.192167,3.418511
7.7511816,-0.16208215
7.112089,0.7743269
4.2499676,1.1471438
4.771336,2.007503
5.4394927,0.57911307
4.9288316,0.7541778
6.7276692,0.22394854
5.2820044,3.2410274
6.534878,0.74259377
5.0349917,3.0632849
4.292116,0.30659083
5.4152527,0.75750315
5.019915,1.6536775
5.5537634,2.5931156
5.751594,0.50894284
4.986334,1.673903
4.9261384,1.5713751
5.4366236,1.2783893
3.8811595,2.8090546
3.3369653,1.3478434
6.8282833,3.574657
8.439214,-0.30804598
8.136115,2.0905576
9.062244,0.22293313
3.2211735,2.1783872
15.28242,4.5118804
17.742752,-1.3805507
8.283449,1.220774
11.708387,-1.4031653
5.873061,1.3932792
6.796976,-0.41833162
4.403306,0.99782366
3.818881,1.4989257
2.2835438,3.0522583
2.3721666,2.4067903
11.734679,3.926196
7.7809143,0.20365047
3.8387892,1.0596421
4.2679434,1.2862601
6.8761735,3.1779952
6.7892933,0.07680187
5.1185756,0.96919405
3.0155902,1.6122935
3.600532,2.1129646
5.1435056,0.95993304
3.1830041,2.598203
2.3094728,3.2405174
4.503134,1.9591887
10.088359,3.9432607
13.424847,-1.2125568
11.761643,3.1474288
14.582901,-1.2365943
6.2100177,1.7085888
7.2107086,-0.6175386
6.6327105,2.2208893
5.0882287,0.79473406
3.3757062,2.7003796
6.284089,1.5383116
6.618847,0.32090646
6.150931,0.9262196
7.0996876,1.8526831
4.9345565,0.20131338
4.964908,0.65949947
5.0856676,1.1634197
4.7734914,0.8654523
6.1473002,1.0932815
3.6402829,1.6752619
4.1513805,2.3444471
5.2552795,0.6811302
4.2647905,2.8137283
6.1653557,0.18973756
5.903254,1.320267
4.830035,1.614383
7.052614,-0.3440834
6.564724,0.94071364
9.350796,2.380446
7.118189,0.120174214
5.541358,1.6252203
7.355264,-0.3943345
6.2706013,0.8906316
5.7693453,0.36424208
3.9257627,1.2160625
3.9260306,2.270462
2.808728,1.4152976
14.672815,3.4088964
5.2281704,0.1405428
4.954096,1.2189474
4.6926355,2.2338476
6.0529866,0.053892728
5.3498983,0.82095563
5.1995583,1.4204242
5.047005,0.35732672
4.296443,1.1013694
3.6795998,0.90574396
4.462385,0.36075115
4.263889,1.6152172
3.8796241,1.2078615
4.07475,0.40546137
3.9029827,1.7398218
2.931542,1.3416884
2.4172623,0.53828466
2.9329681,0.70875096
4.549171,1.9659173
3.5472748,-0.03186112
4.217421,0.8303488
6.198115,0.7501779
4.7067437,1.2134228
2.9600067,1.3529842
3.4312468,0.51201856
2.7082486,1.5053205
3.2834,0.45936382
4.3024354,1.1622875
9.206907,3.5569394
5.7591157,-0.21108603
6.2158403,1.9315076
9.485487,-0.5351534
6.208684,0.7693289
4.414907,1.228035
7.221195,0.39051273
8.341844,3.5944533
7.6428394,-0.053990036
4.597335,1.276536
4.5398602,0.9968852
6.03139,-0.13075468
4.055211,1.4618505
5.189274,0.7538935
5.207045,1.6638489
6.298948,0.8708167
7.5596404,0.7465814
9.251025,2.515996
7.567022,-0.42072374
5.0888214,0.7572477
4.259137,1.9056332
4.4554553,0.061203063
3.5296721,1.3170631
2.7194812,2.1233468
3.436705,0.6178606
6.079076,0.90145206
6.162665,0.37308097
4.420385,2.551321
10.093551,2.449416
7.823489,-1.5497879
4.0172186,0.97773814
4.40632,1.1679966
4.5490904,3.2892
8.991028,0.0810004
5.4601054,1.9280562
5.487053,1.9857588
7.7491245,-0.14483374
4.210234,2.0961509
4.4670987,1.0909665
2.782714,2.7722154
2.8870866,2.9638045
4.857449,2.7337322
4.4640217,1.6014224
4.3555756,2.8780088
6.630063,0.6884859
2.937255,2.8270912
5.184757,2.1664104
7.9962454,-0.20985793
3.9525867,2.4099298
4.056491,2.5038662
4.869353,1.3339753
3.9646435,1.8606662
5.0832095,2.665227
7.4996395,0.124035455
6.50443,2.4679105
5.164356,0.19835311
3.1039011,1.6818687
3.1761596,3.125361
3.4584458,1.754837
3.1205416,3.2903671
3.8527503,1.6636822
11.492091,2.4125872
6.972229,-0.51948303
6.0637875,1.5826795
8.504463,-0.18100688
6.8827233,0.99492365
5.7741356,0.7632581
5.7046256,1.3619964
4.9333572,0.8503084
5.1965246,0.8399725
4.745351,0.90657485
4.809319,1.2309363
7.0554724,1.8799213
9.024646,-0.5189257
5.6595693,1.0217645
4.415255,1.0560962
3.7537093,1.738312
2.36516,3.1095133
6.100824,1.3663018
7.5393806,-0.67451584
4.900758,0.77625155
5.9619617,0.073554486
4.7697964,0.9065056
6.4808064,0.6889624
5.3647957,0.6801295
5.1477265,1.838326
6.1318727,0.24852303
2.8988295,2.5843093
9.815218,2.2931423
5.2163963,0.30820513
4.30648,0.8402486
3.281648,1.2740481
4.145717,2.2353005
4.419009,2.3018265
3.3931215,2.3357186
6.9378557,3.7558088
5.844208,0.40391684
4.3393583,1.68173
4.796028,1.4654748
4.581149,1.1920593
7.136996,-0.40464047
4.8303494,1.4177368
5.8981395,0.2718528
4.6126575,1.1429179
4.3939157,0.6872833
5.0874267,1.2498522
2.8316927,1.425683
4.322672,0.6998807
4.6389666,0.19788371
4.620774,0.983782
5.175808,0.61989415
2.7249625,2.750348
7.3309126,1.9017782
10.391062,-0.30055803
5.6385517,1.1258013
4.7689786,0.8725356
3.9034266,1.3821005
2.1239276,2.0472243
8.821301,2.3255997
6.0191855,0.21233772
5.3054686,1.0035651
4.1331663,1.7256042
4.455867,1.6611545
4.141195,1.8007877
5.2244625,2.1513906
3.0127084,0.6224286
3.1238163,1.0870676
2.296428,1.4875753
4.8817763,2.3301222
2.9113457,1.0493721
3.1907198,1.598134
3.5032344,1.9079158
4.1418166,2.1169906
4.3776364,2.1066847
4.413736,0.89226854
4.983221,0.75845504
4.846012,1.777883
4.0886917,1.6992581
3.0889356,2.3294184
4.2175736,2.983368
4.6984086,1.4688843
7.182687,1.8427818
4.675131,0.30184063
2.6559014,1.7241805
4.4238605,1.7897065
7.6698055,2.1177049
3.3068087,0.64433247
4.8736315,1.1441181
3.6554453,1.8170667
2.8722327,2.294669
2.5337923,2.2380433
1.8151767,2.8105419
1.8211191,2.365182
1.564117,3.2046185
1.9691142,2.7272573
1.9462681,3.123398
1.7892002,2.7423756
1.7635983,3.077678
1.4956911,2.6633406
1.2610575,3.1032865
1.3706439,2.7195802
2.3202937,3.236794
1.7992313,2.5432591
1.7404375,2.6498654
1.7475195,2.5317597
0.9460622,3.2612112
1.3029487,3.6485329
1.6966395,3.1402445
1.8443418,2.9118972
2.4644742,2.7482262
2.9955583,2.72588
3.893782,2.3410878
3.176273,2.1282036
1.6825455,3.3027413
2.3637545,2.4049551
2.8850124,2.8116226
1.9097812,2.6497133
2.0972764,3.0443702
2.343257,2.398081
2.322997,2.2326002
1.4876959,3.066825
1.0894787,2.954247
0.84349954,3.3863602
0.57509685,3.323643
3.1574264,3.7216759
1.927043,2.5616937
1.4639214,2.6236153
1.2831534,2.972653
1.3589174,2.8160155
2.2794077,2.5676413
3.1623383,2.0432396
4.4440293,2.2317781
5.4888687,1.2342854
2.5954869,3.0241485
1.6747744,2.9320645
2.1220384,3.5495768
1.3927919,2.7926903
1.4882216,3.4046009
1.7253865,2.8903933
1.7310388,2.8336792
1.6129264,2.878574
2.2887661,2.982686
2.1819232,2.4568899
2.204521,2.377684
1.840017,2.5240703
1.377296,2.5912209
1.2383833,2.8385959
1.9768137,2.6584206
1.9131434,2.6629312
2.749871,2.5973852
2.9680314,2.1721623
3.336915,1.9337391
3.8554018,1.2193543
3.024032,2.562785
2.675541,2.138997
1.8929182,2.7604146
1.932523,3.0477152
1.6825591,2.9900746
1.9957354,2.9710143
1.7445813,2.8079345
2.5741246,3.0938106
1.9121876,2.255046
1.8792677,2.2006545
1.7666957,2.4906123
1.2752687,2.851853
4.0494833,2.9769158
3.760487,2.0749402
3.3293376,2.3401477
3.0101035,2.06544
3.2958837,2.1699166
3.0344281,1.8858465
2.4282422,2.8581781
1.8641427,2.5342865
1.4605076,2.354723
1.9153646,2.4575243
1.9879732,2.1712327
1.8967217,1.9817652
2.339696,2.5969043
2.3263698,2.3232026
2.1344948,2.4695673
1.7398922,3.0738676
2.2712793,2.9988499
2.2333243,3.2266994
1.7150673,2.7814176
1.2647676,3.1167352
1.2995714,2.8277943
1.2479707,3.3269267
1.2243872,2.7635598
1.6731999,3.3385243
1.309048,2.4624014
1.0994539,2.7971525
1.1031651,2.8310673
1.021734,3.2062807
1.9692655,3.088238
1.7696747,2.7767773
1.7823796,2.8058474
1.4601935,3.1226282
2.2601337,3.0762603
2.2350483,3.0314155
1.6980686,2.731351
1.390891,3.0145702
2.2281086,2.9231892
2.2951868,2.0226734
2.3659296,2.8220377
1.8534966,2.2038991
1.3152575,2.9438205
1.2974297,3.0895083
1.3721185,3.1476166
1.2089216,2.995552
1.1119275,3.3218117
1.5532215,3.4254346
3.5149832,3.2832623
3.1327329,2.5566878
3.6879585,2.6540704
3.3008573,1.8731452
1.9910127,2.5146542
2.3429635,2.6460152
2.175546,2.3991687
2.0327206,2.7963982
1.1381838,2.9051964
0.7452277,3.3263206
0.693091,3.3641865
0.6632906,3.5269194
0.6277773,3.233818
2.5516448,3.1238575
3.5483572,2.3812447
2.5959158,2.5241942
1.5172049,3.0725605
0.88048583,3.3169897
0.80938435,3.2139626
1.5923268,3.215493
1.7396278,2.9159431
1.7103436,3.103821
1.5147585,2.9061239
2.620402,3.7700295
2.9580462,2.2033315
3.5258203,3.000516
3.853349,2.5621915
3.2649214,2.569028
3.0672994,2.799692
2.6586041,2.7487497
2.2812295,2.3448012
2.5234203,2.566843
2.435005,2.4775195
4.7604747,3.2227163
3.2241879,2.521618
2.149969,2.31484
1.8785057,2.7125666
4.95191,2.8443887
3.545002,1.815547
3.4352129,2.0509043
4.7294297,2.340546
3.2936223,1.6705775
4.1533213,1.8584616
3.8788307,2.1268792
3.328525,2.5011516
1.4110637,2.7746487
1.2281516,3.2127943
1.1400679,3.057271
1.6711234,3.1097865
1.5972964,2.8324428
4.4225397,2.8051667
4.3210306,1.5294642
3.5894158,1.8063307
8.70212,-0.059979573
4.05637,2.4320164
3.0638487,2.3459415
2.4896398,2.8058684
2.516223,2.826218
1.6577036,2.8031633
1.0934376,3.1014166
1.851837,3.1941428
1.3875268,2.6762612
1.4474547,2.7082686
1.4846852,2.7851737
1.2928405,2.9244764
0.7713323,3.2648036
0.61955774,3.477234
1.0534079,3.5835414
1.7907225,3.28469
1.6539611,2.9273965
1.6070728,3.0790513
1.5639704,2.9094799
1.5595913,3.2155156
2.1532137,2.9426973
2.21505,3.0596442
2.0147145,2.7143266
2.0387053,3.5687919
2.012453,2.5273876
1.5986687,3.4677389
1.333443,3.1839058
1.2857772,3.10325
1.0840961,3.1448529
1.0644686,3.4768057
0.9212623,3.2485511
0.8698989,3.4674602
0.61276066,3.523467
1.0364851,3.69702
0.9672364,3.2445893
1.2089344,3.6348338
1.1455642,3.156273
0.9614631,3.4820652
0.82666624,3.3030038
0.73942584,3.235125
0.6831653,3.348843
0.6776959,3.2080426
0.8544197,3.4870925
0.93969333,2.972542
0.8173448,3.7064843
0.6679368,3.2191317
0.6394471,3.7096713
0.56655914,3.2930622
0.73173094,3.6036997
0.72812873,3.2561328
1.4200785,3.5740256
2.069478,2.979783
2.1054504,3.253036
2.0477672,2.960229
1.530548,3.009082
0.9915169,3.514626
1.239125,3.3843405
1.6142339,3.3517945
2.3069224,3.0621743
2.3328185,2.5347288
2.717702,2.943272
2.342737,2.2999215
2.164806,3.2622356
1.5855045,2.8315036
1.5601732,2.8360755
1.1252458,3.2618017
1.5937455,3.2541013
1.5451176,2.6180272
1.2342476,3.0559416
1.9063361,3.1381373
2.2391052,3.4165642
2.2988226,2.8363013
2.6915407,2.6035285
2.4477468,2.6747632
2.061762,2.7627392
1.4551146,3.2704732
1.542246,3.2498028
1.4538049,2.877684
2.0166454,2.5789752
1.7949544,3.024384
2.2813194,3.0545907
1.735262,2.9941978
1.5980703,3.308762
1.4570359,2.9364681
1.3528438,3.2888145
1.4951017,2.8460112
1.6708605,3.8994641
1.0935104,3.0306478
1.5938389,3.5946598
2.2651067,3.0992975
1.7741628,2.6734142
1.423512,2.9810724
1.2089546,2.7515693
1.0144808,3.322195
1.1357727,3.1394358
0.8006244,3.31623
1.637254,3.684854
1.5994465,3.0597417
1.5383409,3.1538773
1.221438,3.080862
0.5910004,3.4502835
0.6672547,3.6137729
3.7372494,3.5187852
2.9893384,2.5678587
2.5802197,2.9360785
1.938314,2.5781121
1.8567196,3.0555658
1.8047649,2.6680105
1.6949447,2.9397051
1.7163649,2.753544
1.3527873,3.353898
1.3245008,3.0271301
1.5831703,3.3436654
1.4157813,2.782435
1.4327219,2.9676886
1.2750746,2.6214967
1.3419927,3.0026937
2.2149124,2.73067
2.7727787,2.7780466
2.4319084,2.3405726
1.1970843,3.2423985
0.92559946,3.1783533
1.0745069,3.331821
1.090475,2.9914794
0.89290565,3.3175306
0.91836774,3.331284
0.65388966,3.4212499
1.1114231,3.6747315
1.0570318,3.2617025
1.1787446,3.8280747
1.1260655,3.262692
1.8997855,3.6501567
1.5685846,3.0191982
1.4979107,3.489712
1.4655927,3.1525927
0.75669116,3.2420614
1.2050545,3.5843077
1.1186264,3.2557197
2.8833377,3.3723688
2.3879237,2.6248648
1.8027034,3.0785031
0.7278586,3.1139197
0.65033776,3.364363
0.5947135,3.3018656
0.47765443,3.5742524
0.33294278,3.6895423
0.9874762,3.8083642
0.9991323,3.2984674
0.946676,3.53333
1.0663903,3.3931384
1.6891664,3.4484036
1.496912,3.2490442
1.3629022,3.8511457
1.7406253,2.8469036
1.4696399,3.9729977
0.98184115,3.2639422
2.4321597,3.723672
1.906999,2.938505
1.8947232,2.8839786
1.5387976,2.9074197
1.5336945,3.1188664
1.4647746,2.8743088
1.9152851,2.9577684
1.618091,2.8147159
1.3505281,3.4027865
0.9329675,3.2690253
0.56334275,3.5511606
0.83635515,3.5883167
0.89883566,3.342791
0.84192777,3.5845637
0.69164765,3.5310593
0.3606832,3.7233436
0.17626186,3.8091297
0.16702223,3.7490184
0.57303804,3.8353167
0.5967832,3.4218729
1.1021702,3.9247296
0.9885491,3.2502844
0.6492009,3.8116908
0.71676016,3.5353575
0.8854668,3.6137795
0.8220815,3.1343045
0.86200297,3.4595551
0.6822936,3.292913
0.7235232,3.6256242
1.0273379,3.2637844
0.9581871,3.1058707
0.9578142,3.3290305
0.71029687,3.1540463
0.37348837,3.7215753
0.3143873,3.6673696
0.19190852,3.8861122
0.21331145,3.7510593
0.31943497,3.852178
0.29842067,3.5696547
0.38674596,4.0415087
0.5918989,3.398632
0.6020451,3.5040493
0.65715396,3.2606325
0.71730316,3.228825
0.6242571,3.4474227
0.9937062,3.3207526
1.0826367,3.0508995
1.0663552,3.3791006
1.0568061,2.8520875
0.8431427,3.3085132
1.1204685,2.8054988
1.0150919,2.8415399
1.555405,3.0663476
1.9475597,2.3483853
2.144906,2.8261914
2.3413339,2.153584
2.7869554,3.077534
2.6199517,2.540443
2.093662,2.817254
1.1415901,2.952035
0.98547703,3.3207922
0.7009662,3.226705
1.4085878,3.2308939
1.9925785,3.020051
2.715942,2.8402452
1.3432593,2.658911
1.0579624,2.985497
1.1751224,3.301621
2.2502956,3.2605102
2.259781,2.6115186
2.1673079,2.953014
1.5357025,3.0420556
0.8569604,3.0698473
0.6789766,3.2316215
1.8716915,3.3421965
1.8620868,2.8803205
4.2182374,3.3617504
2.4710584,2.4072719
2.261442,2.1453757
4.632434,2.5276394
2.6478662,2.169867
2.4781463,2.1720574
2.872819,1.7360936
3.4972045,2.2343175
3.3050568,2.1935163
1.8702428,2.547225
1.058009,2.800258
1.0880543,3.1973896
1.486408,3.2545676
1.9177303,3.0957627
3.1766229,2.9924676
2.9498997,2.4416862
1.8281988,2.97507
14.832966,3.157343
4.525103,1.6165187
4.3896155,0.9951864
4.798668,2.1190503
3.3895636,1.9346819
2.4546933,2.2075176
2.180324,2.5817022
1.6588761,2.7837965
2.6057768,2.96992
2.7687056,2.7782755
2.8411455,2.6173522
3.0765042,2.5088294
2.5804446,2.2231512
2.9638696,2.5833404
2.9829843,2.1565652
1.7189817,2.215571
2.5434153,1.9903562
3.5403507,1.1093528
5.938288,1.7240579
3.5077665,0.6455285
3.8333893,1.0335222
3.8708048,1.0150751
4.3025703,1.5237516
5.370724,1.6838025
4.373889,0.99641573
3.7875724,1.7175875
2.6357079,2.1783733
1.887046,2.607934
1.7054398,2.9595985
1.6501868,3.2035503
1.9555793,3.1185637
1.6959273,2.9628334
1.6777304,3.1332808
1.595758,2.9744573
1.9895163,3.0289235
1.848298,2.5413632
1.4058022,3.0813618
0.9695871,2.9523568
0.8184602,3.0434399
0.8101831,3.3116145
0.7580645,3.183288
0.44018936,3.5362856
0.3438184,3.537599
2.1765654,3.5424569
1.9898462,2.8348668
1.9280859,3.17618
1.8740729,2.9096148
2.0013945,3.0538151
1.7366258,2.8922114
0.80484736,3.230631
0.88874835,3.4867897
0.8712244,3.2647848
0.76233757,3.6185055
0.7044365,3.420735
0.6089221,3.6354523
0.4894138,3.4934447
0.39578524,3.728456
1.0673301,3.5276551
1.0781106,3.159647
1.0308995,3.701879
1.0351493,3.1565983
0.9238596,3.8059769
0.8940786,3.2862976
0.34111553,3.8465025
0.3319295,3.691503
0.3228271,3.9294806
0.4538191,3.675407
0.5293675,3.8259926
0.53872913,3.5523748
0.6241488,3.9168549
0.63980716,3.360332
1.0097035,4.02913
0.83807737,3.2298965
0.6285144,3.8264217
0.6046811,3.5837107
0.8402413,3.6789737
0.77215326,3.3960445
0.7580153,3.7842813
0.74611396,3.2372928
0.7838886,4.0647116
0.66778886,3.4015691
0.6342841,3.6695592
0.3570069,3.4835858
0.39487222,3.7745333
0.8611276,3.5434935
0.84112895,3.441512
0.80743706,3.616928
0.7843142,3.497007
0.7705314,3.7368765
0.7845843,3.5610418
0.7238191,3.727814
0.5003885,3.5787706
0.19725242,4.0260477
0.2141147,3.6564531
0.53478706,4.0961695
0.5062159,3.3721986
0.75296926,3.8655577
0.6877084,3.3814826
0.7146223,3.7097688
0.6248356,3.372954
0.7316841,3.7586994
0.7043823,3.4099917
0.5179802,3.6027935
0.4957079,3.510054
0.6172303,3.636946
0.77967733,3.241601
1.0049508,3.9702158
0.79737866,3.1232128
0.6468312,3.6472073
0.61463416,3.374118
0.5468854,3.51174
0.4277548,3.5340185
0.30491522,3.7199793
0.2871909,3.7735262
0.21375066,3.8086321
0.18937959,3.9038534
0.40001935,3.8291078
0.68940526,3.6163874
0.8125607,3.6460962
0.8240517,3.29325
0.8347384,3.6081357
0.8704945,3.107851
0.661042,3.8189516
0.4509927,3.3095071
0.8978296,3.9547973
0.77766156,3.3638928
0.68127316,3.8739834
0.66948205,3.573526
0.862437,3.7911327
0.84367275,3.3962579
0.8604274,3.8600225
1.2810857,3.4367862
1.1995524,3.4599338
1.0193628,3.3616061
1.0268059,3.776732
0.9342951,3.1581855
2.7024689,4.144183
2.1312547,3.0841708
2.342594,3.38655
2.235785,3.10142
2.3178,3.1190436
1.7746731,2.999772
1.1928818,3.4178286
1.2502246,3.4393692
1.1863403,3.33028
1.0838256,3.3247898
0.89229065,3.359591
0.62041056,3.4997807
1.3495742,3.7937045
2.0771654,2.8680377
4.135627,3.4160292
4.35112,2.2926211
3.4617136,3.3792906
2.3061543,2.9406414
1.9080783,3.427418
0.74886346,3.2819233
0.6640648,3.686636
1.2741355,3.5174637
1.1144751,3.3437457
1.1234947,3.3437953
1.2350565,3.4150639
1.3721526,3.221449
1.0869218,3.1824918
0.7192097,3.418688
1.875997,3.429263
1.8470151,2.864948
1.8177907,3.2568188
1.7725868,2.9106975
2.017691,3.0754247
1.3520526,2.7715738
1.2309272,3.5345926
1.0808269,3.1041508
1.4786549,3.1755624
1.1959007,2.3684018
1.5407771,2.035946
3.106334,2.3676429
2.3129697,1.476204
1.9395816,2.1644106
1.436131,2.3876443
2.0521214,2.795932
1.9700676,2.3494303
1.7033279,2.605805
1.0100664,3.077311
0.43772793,3.4574533
0.516159,3.7544875
0.53749466,3.4964375
0.5785506,3.528348
0.5074534,3.4960787
0.46012753,3.7381024
0.31777957,3.5796974
0.22654498,3.941125
0.56934506,3.7293081
0.7418931,3.638885
0.7402491,3.4558308
2.168744,3.6823497
2.3954606,2.8973308
2.1619744,3.2789352
2.1192586,3.2122521
2.108193,3.3894465
1.5393654,3.110752
0.91201633,3.5929537
0.6516982,3.4876108
0.804375,3.5738916
0.76175,3.3654583
0.8500495,3.7009397
0.9886041,3.2123945
1.6166664,3.8096778
1.4175034,2.9719272
1.4535863,3.5752993
1.379002,3.1645293
1.3092489,3.4192789
1.3790185,3.31747
1.097892,3.4045281
1.378366,3.593174
1.1755681,3.3140223
1.1456844,3.6930044
